split,group,group_value,num_examples,positive_rate,accuracy,balanced_accuracy,auroc,auprc,f1,precision,recall,tn,fp,fn,tp
train,overall,overall,1156,0.19982698961937717,0.9775086505190311,0.9843219843219844,0.9993213993213994,0.9973095336325647,0.9465020576131687,0.9019607843137255,0.9956709956709957,900,25,1,230
validation,overall,overall,165,0.2,0.9515151515151515,0.9242424242424243,0.9871441689623508,0.9542263172118441,0.8787878787878788,0.8787878787878788,0.8787878787878788,128,4,4,29
test-interpolation,overall,overall,260,0.2,0.8846153846153846,0.8846153846153846,0.9564534023668639,0.8755264960272744,0.7540983606557377,0.6571428571428571,0.8846153846153846,184,24,6,46
test-extrapolation,overall,overall,1365,0.2,0.8124542124542125,0.5407509157509157,0.86517664264917,0.5706208134660264,0.15789473684210525,0.7741935483870968,0.08791208791208792,1085,7,249,24
train,domain,blocks,45,0.2,0.9777777777777777,0.9861111111111112,1.0,1.0000000000000002,0.9473684210526315,0.9,1.0,35,1,0,9
train,domain,gripper,20,0.2,0.95,0.96875,1.0,1.0,0.8888888888888888,0.8,1.0,15,1,0,4
train,domain,logistics,60,0.2,0.7166666666666667,0.7916666666666666,0.935763888888889,0.7276258735817559,0.5641025641025641,0.4074074074074074,0.9166666666666666,32,16,1,11
train,domain,visitall-from-everywhere,1031,0.19980601357904948,0.9932104752667313,0.9957575757575757,0.9998940864960282,0.9995336589680195,0.9832935560859188,0.9671361502347418,1.0,818,7,0,206
train,corruption_type,delete,221,0.0,0.9773755656108597,nan,nan,nan,0.0,0.0,0.0,216,5,0,0
train,corruption_type,gold,232,0.9956896551724138,0.9956896551724138,0.9978354978354979,1.0,1.0,0.9978308026030369,1.0,0.9956709956709957,1,0,1,230
train,corruption_type,insert,15,0.0,0.4666666666666667,nan,nan,nan,0.0,0.0,0.0,7,8,0,0
train,corruption_type,replace,231,0.0,0.9913419913419913,nan,nan,nan,0.0,0.0,0.0,229,2,0,0
train,corruption_type,swap,226,0.0,0.9867256637168141,nan,nan,nan,0.0,0.0,0.0,223,3,0,0
train,corruption_type,truncate,231,0.0,0.9696969696969697,nan,nan,nan,0.0,0.0,0.0,224,7,0,0
validation,domain,blocks,15,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12,0,0,3
validation,domain,gripper,10,0.2,0.9,0.75,0.9375,0.8333333333333333,0.6666666666666666,1.0,0.5,8,0,1,1
validation,domain,logistics,20,0.2,0.65,0.5,0.703125,0.32767857142857143,0.2222222222222222,0.2,0.25,12,4,3,1
validation,domain,visitall-from-everywhere,120,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96,0,0,24
validation,corruption_type,delete,33,0.0,1.0,nan,nan,nan,0.0,0.0,0.0,33,0,0,0
validation,corruption_type,gold,33,1.0,0.8787878787878788,nan,nan,nan,0.9354838709677419,1.0,0.8787878787878788,0,0,4,29
validation,corruption_type,insert,2,0.0,0.5,nan,nan,nan,0.0,0.0,0.0,1,1,0,0
validation,corruption_type,replace,33,0.0,0.9696969696969697,nan,nan,nan,0.0,0.0,0.0,32,1,0,0
validation,corruption_type,swap,31,0.0,1.0,nan,nan,nan,0.0,0.0,0.0,31,0,0,0
validation,corruption_type,truncate,33,0.0,0.9393939393939394,nan,nan,nan,0.0,0.0,0.0,31,2,0,0
test-interpolation,domain,blocks,15,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12,0,0,3
test-interpolation,domain,gripper,15,0.2,0.8666666666666667,0.7916666666666666,0.9444444444444444,0.8055555555555556,0.6666666666666666,0.6666666666666666,0.6666666666666666,11,1,1,2
test-interpolation,domain,logistics,45,0.2,0.5555555555555556,0.7222222222222222,0.787037037037037,0.4490476190476191,0.47368421052631576,0.3103448275862069,1.0,16,20,0,9
test-interpolation,domain,visitall-from-everywhere,185,0.2,0.9567567567567568,0.9222972972972974,0.9859386413440467,0.9590123737182561,0.8888888888888888,0.9142857142857143,0.8648648648648649,145,3,5,32
test-interpolation,corruption_type,delete,46,0.0,0.8695652173913043,nan,nan,nan,0.0,0.0,0.0,40,6,0,0
test-interpolation,corruption_type,gold,52,1.0,0.8846153846153846,nan,nan,nan,0.9387755102040817,1.0,0.8846153846153846,0,0,6,46
test-interpolation,corruption_type,insert,13,0.0,0.8461538461538461,nan,nan,nan,0.0,0.0,0.0,11,2,0,0
test-interpolation,corruption_type,repeat,1,0.0,1.0,nan,nan,nan,0.0,0.0,0.0,1,0,0,0
test-interpolation,corruption_type,replace,48,0.0,0.8958333333333334,nan,nan,nan,0.0,0.0,0.0,43,5,0,0
test-interpolation,corruption_type,swap,48,0.0,0.8958333333333334,nan,nan,nan,0.0,0.0,0.0,43,5,0,0
test-interpolation,corruption_type,truncate,52,0.0,0.8846153846153846,nan,nan,nan,0.0,0.0,0.0,46,6,0,0
test-extrapolation,domain,blocks,100,0.2,0.88,0.8125,0.9325,0.8076298136896785,0.7,0.7,0.7,74,6,6,14
test-extrapolation,domain,gripper,80,0.2,0.8125,0.53125,0.9716796875,0.8372043675479746,0.11764705882352941,1.0,0.0625,64,0,15,1
test-extrapolation,domain,logistics,90,0.2,0.8,0.5208333333333334,0.6651234567901234,0.339187007929987,0.1,0.5,0.05555555555555555,71,1,17,1
test-extrapolation,domain,visitall-from-everywhere,1095,0.2,0.8073059360730593,0.5182648401826484,0.8874450074018474,0.6315624305363073,0.07048458149779736,1.0,0.0365296803652968,876,0,211,8
test-extrapolation,corruption_type,delete,273,0.0,0.9963369963369964,nan,nan,nan,0.0,0.0,0.0,272,1,0,0
test-extrapolation,corruption_type,gold,273,1.0,0.08791208791208792,nan,nan,nan,0.16161616161616163,1.0,0.08791208791208792,0,0,249,24
test-extrapolation,corruption_type,insert,14,0.0,0.9285714285714286,nan,nan,nan,0.0,0.0,0.0,13,1,0,0
test-extrapolation,corruption_type,replace,273,0.0,0.9963369963369964,nan,nan,nan,0.0,0.0,0.0,272,1,0,0
test-extrapolation,corruption_type,swap,259,0.0,0.9961389961389961,nan,nan,nan,0.0,0.0,0.0,258,1,0,0
test-extrapolation,corruption_type,truncate,273,0.0,0.989010989010989,nan,nan,nan,0.0,0.0,0.0,270,3,0,0
