split,group,group_value,num_examples,positive_rate,accuracy,balanced_accuracy,auroc,auprc,f1,precision,recall,tn,fp,fn,tp
train,overall,overall,1156,0.19982698961937717,0.9913494809688581,0.9945945945945946,0.9997847197847197,0.9990866574620234,0.9788135593220338,0.9585062240663901,1.0,915,10,0,231
validation,overall,overall,165,0.2,0.9818181818181818,0.9886363636363636,0.9999999999999999,1.0,0.9565217391304348,0.9166666666666666,1.0,129,3,0,33
test-interpolation,overall,overall,260,0.2,0.9461538461538461,0.9375,0.9734652366863905,0.9428854320512847,0.8727272727272727,0.8275862068965517,0.9230769230769231,198,10,4,48
test-extrapolation,overall,overall,1365,0.2,0.8278388278388278,0.5805860805860806,0.8940177648968859,0.6541710398557927,0.28134556574923547,0.8518518518518519,0.1684981684981685,1084,8,227,46
train,domain,blocks,45,0.2,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,36,0,0,9
train,domain,gripper,20,0.2,0.95,0.96875,1.0,1.0,0.8888888888888888,0.8,1.0,15,1,0,4
train,domain,logistics,60,0.2,0.9166666666666666,0.9479166666666667,0.9809027777777778,0.9248057498057498,0.8275862068965517,0.7058823529411765,1.0,43,5,0,12
train,domain,visitall-from-everywhere,1031,0.19980601357904948,0.9961202715809894,0.9975757575757576,0.9999646954986761,0.9998100855980228,0.9903846153846154,0.9809523809523809,1.0,821,4,0,206
train,corruption_type,delete,221,0.0,0.995475113122172,nan,nan,nan,0.0,0.0,0.0,220,1,0,0
train,corruption_type,gold,232,0.9956896551724138,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,231
train,corruption_type,insert,15,0.0,0.4,nan,nan,nan,0.0,0.0,0.0,6,9,0,0
train,corruption_type,replace,231,0.0,1.0,nan,nan,nan,0.0,0.0,0.0,231,0,0,0
train,corruption_type,swap,226,0.0,1.0,nan,nan,nan,0.0,0.0,0.0,226,0,0,0
train,corruption_type,truncate,231,0.0,1.0,nan,nan,nan,0.0,0.0,0.0,231,0,0,0
validation,domain,blocks,15,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12,0,0,3
validation,domain,gripper,10,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,0,0,2
