split,group,group_value,num_examples,positive_rate,accuracy,balanced_accuracy,auroc,auprc,f1,precision,recall,tn,fp,fn,tp
train,overall,overall,1156,0.19982698961937717,0.9913494809688581,0.9945945945945946,0.9994103194103194,0.9975543035926071,0.9788135593220338,0.9585062240663901,1.0,915,10,0,231
validation,overall,overall,165,0.2,0.9878787878787879,0.9924242424242424,1.0,1.0,0.9705882352941176,0.9428571428571428,1.0,130,2,0,33
test-interpolation,overall,overall,260,0.2,0.9576923076923077,0.9375,0.9727255917159764,0.9280612084979671,0.8952380952380953,0.8867924528301887,0.9038461538461539,202,6,5,47
test-extrapolation,overall,overall,1365,0.2,0.8417582417582418,0.614010989010989,0.9085054139999196,0.7032804643196746,0.37209302325581395,0.9014084507042254,0.23443223443223443,1085,7,209,64
train,domain,blocks,45,0.2,0.9333333333333333,0.9583333333333333,1.0,1.0000000000000002,0.8571428571428571,0.75,1.0,33,3,0,9
train,domain,gripper,20,0.2,0.95,0.96875,0.984375,0.95,0.8888888888888888,0.8,1.0,15,1,0,4
train,domain,logistics,60,0.2,0.9666666666666667,0.9791666666666667,0.9930555555555555,0.973575036075036,0.9230769230769231,0.8571428571428571,1.0,46,2,0,12
train,domain,visitall-from-everywhere,1031,0.19980601357904948,0.9961202715809894,0.9975757575757576,0.9997764048249486,0.9990532703115612,0.9903846153846154,0.9809523809523809,1.0,821,4,0,206
train,corruption_type,delete,221,0.0,0.9909502262443439,nan,nan,nan,0.0,0.0,0.0,219,2,0,0
train,corruption_type,gold,232,0.9956896551724138,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,231
train,corruption_type,insert,15,0.0,0.5333333333333333,nan,nan,nan,0.0,0.0,0.0,8,7,0,0
train,corruption_type,replace,231,0.0,1.0,nan,nan,nan,0.0,0.0,0.0,231,0,0,0
train,corruption_type,swap,226,0.0,1.0,nan,nan,nan,0.0,0.0,0.0,226,0,0,0
train,corruption_type,truncate,231,0.0,0.9956709956709957,nan,nan,nan,0.0,0.0,0.0,230,1,0,0
validation,domain,blocks,15,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12,0,0,3
validation,domain,gripper,10,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,0,0,2
validation,domain,logistics,20,0.2,0.9,0.9375,1.0,1.0,0.8,0.6666666666666666,1.0,14,2,0,4
validation,domain,visitall-from-everywhere,120,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96,0,0,24
validation,corruption_type,delete,33,0.0,1.0,nan,nan,nan,0.0,0.0,0.0,33,0,0,0
validation,corruption_type,gold,33,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,0,0,0,33
validation,corruption_type,insert,2,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0,2,0,0
