split,group,group_value,num_examples,positive_rate,accuracy,balanced_accuracy,auroc,auprc,f1,precision,recall,tn,fp,fn,tp
train,overall,overall,1156,0.19982698961937717,0.9809688581314879,0.9783643383643383,0.9988580788580788,0.9954273470162194,0.9533898305084746,0.9336099585062241,0.974025974025974,909,16,6,225
validation,overall,overall,165,0.2,0.9696969696969697,0.946969696969697,0.9756657483930211,0.9500373438207663,0.9230769230769231,0.9375,0.9090909090909091,130,2,3,30
test-interpolation,overall,overall,260,0.2,0.9153846153846154,0.9110576923076923,0.9694896449704142,0.9191166615995672,0.8103448275862069,0.734375,0.9038461538461539,191,17,5,47
test-extrapolation,overall,overall,1365,0.2,0.8212454212454212,0.5558608058608059,0.897657287767178,0.6840251010969671,0.20261437908496732,0.9393939393939394,0.11355311355311355,1090,2,242,31
train,domain,blocks,45,0.2,0.9777777777777777,0.9861111111111112,1.0,1.0000000000000002,0.9473684210526315,0.9,1.0,35,1,0,9
train,domain,gripper,20,0.2,0.75,0.84375,0.96875,0.9166666666666666,0.6153846153846154,0.4444444444444444,1.0,11,5,0,4
train,domain,logistics,60,0.2,0.8166666666666667,0.6979166666666667,0.9184027777777778,0.7418860962259299,0.5217391304347826,0.5454545454545454,0.5,43,5,6,6
train,domain,visitall-from-everywhere,1031,0.19980601357904948,0.9951503394762367,0.996969696969697,0.9998117093262724,0.999196194576177,0.988009592326139,0.976303317535545,1.0,820,5,0,206
train,corruption_type,delete,221,0.0,0.9864253393665159,nan,nan,nan,0.0,0.0,0.0,218,3,0,0
train,corruption_type,gold,232,0.9956896551724138,0.9741379310344828,0.987012987012987,1.0,1.0,0.9868421052631579,1.0,0.974025974025974,1,0,6,225
train,corruption_type,insert,15,0.0,0.4,nan,nan,nan,0.0,0.0,0.0,6,9,0,0
train,corruption_type,replace,231,0.0,0.9956709956709957,nan,nan,nan,0.0,0.0,0.0,230,1,0,0
train,corruption_type,swap,226,0.0,1.0,nan,nan,nan,0.0,0.0,0.0,226,0,0,0
train,corruption_type,truncate,231,0.0,0.987012987012987,nan,nan,nan,0.0,0.0,0.0,228,3,0,0
validation,domain,blocks,15,0.2,0.8,0.5,0.9722222222222222,0.9166666666666665,0.0,0.0,0.0,12,0,3,0
validation,domain,gripper,10,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,0,0,2
validation,domain,logistics,20,0.2,0.9,0.9375,0.984375,0.95,0.8,0.6666666666666666,1.0,14,2,0,4
validation,domain,visitall-from-everywhere,120,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96,0,0,24
validation,corruption_type,delete,33,0.0,1.0,nan,nan,nan,0.0,0.0,0.0,33,0,0,0
validation,corruption_type,gold,33,1.0,0.9090909090909091,nan,nan,nan,0.9523809523809523,1.0,0.9090909090909091,0,0,3,30
validation,corruption_type,insert,2,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0,2,0,0
validation,corruption_type,replace,33,0.0,1.0,nan,nan,nan,0.0,0.0,0.0,33,0,0,0
validation,corruption_type,swap,31,0.0,1.0,nan,nan,nan,0.0,0.0,0.0,31,0,0,0
validation,corruption_type,truncate,33,0.0,1.0,nan,nan,nan,0.0,0.0,0.0,33,0,0,0
test-interpolation,domain,blocks,15,0.2,0.8,0.5,0.9166666666666666,0.8333333333333333,0.0,0.0,0.0,12,0,3,0
test-interpolation,domain,gripper,15,0.2,0.4,0.625,0.9444444444444444,0.8666666666666667,0.4,0.25,1.0,3,9,0,3
test-interpolation,domain,logistics,45,0.2,0.8,0.7916666666666667,0.9012345679012346,0.6978761978761978,0.6086956521739131,0.5,0.7777777777777778,29,7,2,7
test-interpolation,domain,visitall-from-everywhere,185,0.2,0.9945945945945946,0.9966216216216216,0.9979912344777209,0.9910871134195037,0.9866666666666667,0.9736842105263158,1.0,147,1,0,37
test-interpolation,corruption_type,delete,46,0.0,0.9347826086956522,nan,nan,nan,0.0,0.0,0.0,43,3,0,0
test-interpolation,corruption_type,gold,52,1.0,0.9038461538461539,nan,nan,nan,0.9494949494949495,1.0,0.9038461538461539,0,0,5,47
test-interpolation,corruption_type,insert,13,0.0,0.6153846153846154,nan,nan,nan,0.0,0.0,0.0,8,5,0,0
test-interpolation,corruption_type,repeat,1,0.0,1.0,nan,nan,nan,0.0,0.0,0.0,1,0,0,0
test-interpolation,corruption_type,replace,48,0.0,0.9166666666666666,nan,nan,nan,0.0,0.0,0.0,44,4,0,0
test-interpolation,corruption_type,swap,48,0.0,0.9375,nan,nan,nan,0.0,0.0,0.0,45,3,0,0
test-interpolation,corruption_type,truncate,52,0.0,0.9615384615384616,nan,nan,nan,0.0,0.0,0.0,50,2,0,0
test-extrapolation,domain,blocks,100,0.2,0.81,0.525,0.80375,0.5569711581404686,0.09523809523809523,1.0,0.05,80,0,19,1
test-extrapolation,domain,gripper,80,0.2,0.8,0.5,0.8525390625,0.5891443697738041,0.0,0.0,0.0,64,0,16,0
test-extrapolation,domain,logistics,90,0.2,0.8111111111111111,0.5486111111111112,0.8287037037037037,0.5129662467162468,0.19047619047619047,0.6666666666666666,0.1111111111111111,71,1,16,2
